-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
-12.2518	156.383
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.2561	156.375
12.3177	156.247
-12.3946	156.061
12.6266	155.327
12.6317	155.308
-36.9258	95.0678
36.9965	95.0479
-37.0468	95.0246
-36.6871	95.0233
-37.0591	95.0178
-37.1805	94.9258
36.5543	94.9239
-36.3571	94.6775
-37.6021	94.265
-37.6337	94.1944
37.6466	94.1648
-37.6583	94.1375
37.6729	94.1027
38.313	91.9828
-61.805	57.661
-62.2896	57.5024
-62.3365	57.4644
-62.3372	57.4638
-62.3612	57.4428
62.3627	57.4415
62.3765	57.4289
-62.4292	57.3776
62.431	57.3758
62.431	57.3758
62.4327	57.3741
62.4338	57.373
62.4344	57.3722
62.4345	57.3722
62.4372	57.3694
62.4378	57.3688
62.4378	57.3688
62.4463	57.3599
-62.4993	57.3018
-62.4993	57.3018
87.1287	34.9377
86.5998	34.9353
-90.4964	28.3076
